state,district,constituency,constituency_hi,constituency_kn,region_type,population,registered_voters,male_voters,female_voters,youth_voters,senior_voters,literacy_rate,transport_accessibility,awareness_score,weather_score,campaign_intensity,holiday_factor,historical_turnout,turnout_9am,turnout_11am,turnout_1pm,turnout_3pm,turnout_5pm,current_turnout,participation_momentum,risk_level,actual_final_turnout
Tamil Nadu,Tiruppur,Tiruppur Assembly,Tiruppur Assembly,Tiruppur Assembly,Rural,210982,143736,74627,69109,40349,15234,75.2,58,51,66,65,0,77.3,16.08,33.95,47.96,64.14,72.19,64.14,Declining,Low,79.52
Tamil Nadu,Tiruvallur,Tiruvallur Assembly,Tiruvallur Assembly,Tiruvallur Assembly,Urban,482912,324077,169378,154699,119992,46471,85.57,82,55,69,41,0,64.37,14.43,25.56,38.83,46.82,57.54,46.82,Declining,Medium,62.28
Tamil Nadu,Tiruvannamalai,Tiruvannamalai Assembly,Tiruvannamalai Assembly,Tiruvannamalai Assembly,Urban,642403,418204,222456,195748,127875,51714,75.28,57,77,52,51,1,60.97,12.21,25.18,33.96,45.13,50.78,45.13,Declining,High,55.85
Tamil Nadu,Tiruvarur,Tiruvarur Assembly,Tiruvarur Assembly,Tiruvarur Assembly,Urban,227419,158832,84754,74078,51681,21214,78.03,82,82,89,32,0,64.16,12.55,26.54,39.63,49.05,59.85,49.05,Declining,Low,62.58
Tamil Nadu,Vellore,Vellore Assembly,Vellore Assembly,Vellore Assembly,Rural,412625,293723,157206,136517,84788,43444,70.84,60,57,76,33,1,67.3,14.69,26.62,38.15,49.2,55.82,49.2,Stable,High,62.01
Tamil Nadu,Viluppuram,Viluppuram Assembly,Viluppuram Assembly,Viluppuram Assembly,Urban,183830,120118,61753,58365,39384,13517,75.26,86,76,95,67,0,66.3,15.96,33.04,42.24,58.62,65.44,58.62,Stable,Low,72.1
Tamil Nadu,Virudhunagar,Virudhunagar Assembly,Virudhunagar Assembly,Virudhunagar Assembly,Rural,441609,320994,167648,153346,103737,42528,76.32,64,63,34,47,0,73.23,15.12,32.47,42.09,56.86,67.38,56.86,Declining,Medium,71.02
Telangana,Adilabad,Adilabad Assembly,Adilabad Assembly,Adilabad Assembly,Rural,392360,266441,135850,130591,94594,25934,76.58,45,61,71,76,0,66.72,15.47,28.61,41.96,51.92,62.98,51.92,Declining,Low,68.67
Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem Assembly,Bhadradri Kothagudem Assembly,Bhadradri Kothagudem Assembly,Urban,603714,373029,189060,183969,119392,40411,80.93,73,72,92,50,0,62.45,14.24,26.52,37.91,50.22,56.49,50.22,Stable,Low,61.45
Telangana,Hyderabad,Hyderabad Assembly,Hyderabad Assembly,Hyderabad Assembly,Urban,390190,250191,127461,122730,87961,30247,75.09,84,61,89,56,1,63.58,14.28,26.44,37.16,47.25,57.97,47.25,Declining,Medium,62.8
Telangana,Jagtial,Jagtial Assembly,Jagtial Assembly,Jagtial Assembly,Urban,587967,421187,215664,205523,122444,43402,87.86,68,57,59,76,0,70.98,15.32,30.76,45.23,57.71,69.04,57.71,Declining,Low,73.84
Telangana,Jangaon,Jangaon Assembly,Jangaon Assembly,Jangaon Assembly,Rural,527599,369422,188050,181372,105193,41695,72.82,58,86,76,61,0,77.16,15.62,32.33,48.14,61.96,71.74,61.96,Declining,Low,79.62
Telangana,Jayashankar Bhoopalpally,Jayashankar Bhoopalpally Assembly,Jayashankar Bhoopalpally Assembly,Jayashankar Bhoopalpally Assembly,Urban,448617,293116,153144,139972,109379,39783,79.87,92,70,84,30,1,65.22,13.4,27.63,35.39,45.46,57.61,45.46,Declining,High,60.45
Telangana,Jogulamba Gadwal,Jogulamba Gadwal Assembly,Jogulamba Gadwal Assembly,Jogulamba Gadwal Assembly,Urban,442328,321470,173179,148291,87045,34903,82.87,61,73,67,53,0,62.72,13.75,25.79,38.45,47.29,57.41,47.29,Declining,Medium,61.45
Telangana,Kamareddy,Kamareddy Assembly,Kamareddy Assembly,Kamareddy Assembly,Urban,309817,224281,120760,103521,59105,21766,75.88,78,76,78,61,0,60.45,12.99,27.89,37.44,49.16,58.37,49.16,Declining,Low,64.02
Telangana,Karimnagar,Karimnagar Assembly,Karimnagar Assembly,Karimnagar Assembly,Rural,334779,233186,122584,110602,62694,26621,64.22,50,73,63,56,1,81.57,16.62,32.96,46.07,62.26,70.45,62.26,Stable,Medium,77.62
Telangana,Khammam,Khammam Assembly,Khammam Assembly,Khammam Assembly,Rural,446401,298881,157135,141746,100975,43113,75.88,68,62,95,58,0,71.86,13.96,32.62,48.49,60.59,73.26,60.59,Declining,Low,76.62
Telangana,Komaram Bheem Asifabad,Komaram Bheem Asifabad Assembly,Komaram Bheem Asifabad Assembly,Komaram Bheem Asifabad Assembly,Urban,205909,147734,75073,72661,45988,19450,74.79,60,75,98,48,0,64.37,12.48,29.66,38.85,49.02,60.25,49.02,Declining,Low,64.59
Telangana,Mahabubabad,Mahabubabad Assembly,Mahabubabad Assembly,Mahabubabad Assembly,Urban,531595,335275,177467,157808,126244,44344,84.4,80,67,85,79,0,70.08,15.98,32.21,45.07,56.7,68.61,56.7,Declining,Low,72.56
Telangana,Mahabubnagar,Mahabubnagar Assembly,Mahabubnagar Assembly,Mahabubnagar Assembly,Rural,459297,284103,149488,134615,75230,31767,68.98,65,60,67,53,0,64.72,14.9,27.68,42.62,52.63,61.24,52.63,Declining,Low,66.12
Telangana,Mancherial,Mancherial Assembly,Mancherial Assembly,Mancherial Assembly,Urban,366964,261584,140060,121524,71651,27361,87.04,84,66,80,71,1,69.61,13.34,27.67,42.48,53.2,63.1,53.2,Declining,Low,68.17
Telangana,Medak,Medak Assembly,Medak Assembly,Medak Assembly,Rural,414046,252081,128157,123924,89229,27440,78.58,68,63,78,68,0,70.85,14.53,32.29,45.67,58.7,64.99,58.7,Declining,Low,72.14
Telangana,Medchal,Medchal Assembly,Medchal Assembly,Medchal Assembly,Urban,641964,437720,221223,216497,141943,60027,84.63,89,80,53,25,0,62.78,11.1,26.21,34.43,46.44,53.8,46.44,Declining,Medium,59.31
Telangana,Nagarkurnool,Nagarkurnool Assembly,Nagarkurnool Assembly,Nagarkurnool Assembly,Urban,507840,322040,170545,151495,102554,36673,83.79,54,71,68,59,1,62.61,10.66,26.59,36.4,45.19,54.63,45.19,Declining,Medium,57.99
Telangana,Nalgonda,Nalgonda Assembly,Nalgonda Assembly,Nalgonda Assembly,Urban,416107,292219,155472,136747,74300,33571,86.71,84,75,60,66,0,65.85,12.72,29.02,41.05,50.48,59.52,50.48,Declining,Low,65.36
Telangana,Nirmal,Nirmal Assembly,Nirmal Assembly,Nirmal Assembly,Rural,225452,162759,87867,74892,39541,19197,66.82,68,82,57,56,0,67.12,14.31,27.76,40.33,52.5,65.15,52.5,Stable,Low,68.47
Telangana,Nizamabad,Nizamabad Assembly,Nizamabad Assembly,Nizamabad Assembly,Urban,548742,342565,183806,158759,97913,33628,75.5,73,80,77,54,0,66.53,15.29,29.26,40.42,50.96,61.26,50.96,Declining,Low,65.37
Telangana,Peddapalli,Peddapalli Assembly,Peddapalli Assembly,Peddapalli Assembly,Rural,203088,124553,65861,58692,36643,15862,65.53,60,76,73,73,0,66.61,14.3,30.6,42.12,53.58,66.53,53.58,Declining,Low,70.29
Telangana,Rajanna Sircilla,Rajanna Sircilla Assembly,Rajanna Sircilla Assembly,Rajanna Sircilla Assembly,Urban,603556,419998,214485,205513,142412,48028,73.5,69,72,87,63,0,63.73,12.25,26.79,42.28,51.71,62.27,51.71,Declining,Low,65.72
Telangana,Rangareddy,Rangareddy Assembly,Rangareddy Assembly,Rangareddy Assembly,Rural,310560,200646,102128,98518,71964,20594,72.99,77,49,64,60,0,63.82,13.62,29.5,41.41,55.08,63.97,55.08,Declining,Low,68.59
Telangana,Sangareddy,Sangareddy Assembly,Sangareddy Assembly,Sangareddy Assembly,Urban,553167,354550,181700,172850,122440,36352,76.15,71,91,94,71,1,61.09,11.6,27.28,38.37,50.58,58.71,50.58,Declining,Low,62.22
Telangana,Siddipet,Siddipet Assembly,Siddipet Assembly,Siddipet Assembly,Rural,287437,205090,107612,97478,52778,25403,78.24,66,78,82,64,0,68.89,15.45,31.59,43.89,60.74,68.71,60.74,Stable,Low,74.34
Telangana,Suryapet,Suryapet Assembly,Suryapet Assembly,Suryapet Assembly,Urban,288119,199572,104687,94885,66648,18349,82.38,55,78,81,54,0,65.09,12.45,28.36,39.82,51.28,58.64,51.28,Declining,Low,63.78
Telangana,Vikarabad,Vikarabad Assembly,Vikarabad Assembly,Vikarabad Assembly,Urban,436196,272539,138844,133695,93748,35311,79.51,70,80,80,70,0,60.34,11.55,27.44,37.06,49.98,59.41,49.98,Declining,Low,61.9
Telangana,Wanaparthy,Wanaparthy Assembly,Wanaparthy Assembly,Wanaparthy Assembly,Rural,234391,165341,86828,78513,59064,23587,67.8,58,68,77,32,0,77.4,15.5,36.06,50.27,62.19,73.6,62.19,Declining,Low,80.53
Telangana,Warangal (Rural),Warangal (Rural) Assembly,Warangal (Rural) Assembly,Warangal (Rural) Assembly,Urban,389957,252954,129842,123112,82239,24322,86.64,83,72,60,69,0,64.7,11.83,26.67,39.08,51.02,60.77,51.02,Declining,Low,65.4
Telangana,Warangal (Urban),Warangal (Urban) Assembly,Warangal (Urban) Assembly,Warangal (Urban) Assembly,Urban,558630,340880,174492,166388,92082,37306,81.31,83,76,49,83,1,68.48,13.92,27.14,37.26,50.18,58.87,50.18,Stable,Medium,64.23
Telangana,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri Assembly,Yadadri Bhuvanagiri Assembly,Yadadri Bhuvanagiri Assembly,Rural,546438,395139,212833,182306,149488,51313,73.9,63,61,60,61,0,71.0,15.06,29.74,46.33,58.77,68.9,58.77,Declining,Low,73.54
Tripura,Dhalai,Dhalai Assembly,Dhalai Assembly,Dhalai Assembly,Rural,474550,344929,183981,160948,95170,32147,78.45,61,76,55,62,0,71.4,16.34,30.46,45.67,57.61,69.71,57.61,Declining,Low,73.25
Tripura,Gomati,Gomati Assembly,Gomati Assembly,Gomati Assembly,Rural,425741,284718,146947,137771,72381,31233,64.2,78,65,44,59,0,63.7,14.04,29.68,38.04,49.49,60.08,49.49,Declining,Low,64.71
Tripura,Khowai,Khowai Assembly,Khowai Assembly,Khowai Assembly,Urban,529005,363257,189426,173831,125948,33546,87.98,81,66,62,62,0,60.84,12.49,24.7,38.76,47.65,57.62,47.65,Declining,Low,61.67
Tripura,North Tripura,North Tripura Assembly,North Tripura Assembly,North Tripura Assembly,Urban,448803,302803,154787,148016,114290,34720,85.21,80,69,68,60,0,61.8,14.71,25.28,40.29,49.94,57.45,49.94,Stable,Low,62.46
Tripura,Sepahijala,Sepahijala Assembly,Sepahijala Assembly,Sepahijala Assembly,Rural,552384,394500,204498,190002,146870,50806,66.46,71,77,93,68,0,73.98,16.1,34.49,50.63,60.29,75.6,60.29,Declining,Low,78.84
Tripura,South Tripura,South Tripura Assembly,South Tripura Assembly,South Tripura Assembly,Urban,391470,261795,135880,125915,66337,29576,88.11,58,81,84,65,0,67.85,13.2,30.73,43.2,55.3,63.87,55.3,Declining,Low,69.34
Tripura,Unakoti,Unakoti Assembly,Unakoti Assembly,Unakoti Assembly,Rural,203908,135533,73130,62403,40106,15942,77.51,55,67,81,39,0,68.85,12.99,28.45,40.91,53.2,65.68,53.2,Declining,Low,69.77
Tripura,West Tripura,West Tripura Assembly,West Tripura Assembly,West Tripura Assembly,Urban,294688,184583,96442,88141,64798,18275,83.56,65,60,68,90,0,67.17,12.42,27.81,42.29,54.72,61.84,54.72,Declining,Low,67.57
Uttarakhand,Almora,Almora Assembly,Almora Assembly,Almora Assembly,Rural,228838,153215,80626,72589,47137,21053,70.64,58,78,62,45,0,65.76,15.13,28.14,41.93,54.06,62.94,54.06,Stable,Low,66.18
Uttarakhand,Bageshwar,Bageshwar Assembly,Bageshwar Assembly,Bageshwar Assembly,Urban,461027,294998,149886,145112,101812,27681,84.43,88,72,83,37,0,53.43,10.05,23.27,31.96,42.7,47.85,42.7,Declining,Low,52.26
Uttarakhand,Chamoli,Chamoli Assembly,Chamoli Assembly,Chamoli Assembly,Rural,365770,225604,116000,109604,58199,25473,72.37,64,50,98,69,0,65.07,13.24,30.1,43.49,52.52,62.84,52.52,Declining,Low,69.25
Uttarakhand,Champawat,Champawat Assembly,Champawat Assembly,Champawat Assembly,Rural,507371,319620,161721,157899,83097,30705,64.8,77,69,76,61,0,70.04,15.71,32.02,43.56,56.33,65.19,56.33,Declining,Low,71.16
Uttarakhand,Dehradun,Dehradun Assembly,Dehradun Assembly,Dehradun Assembly,Rural,223095,139752,75158,64594,41843,12708,68.09,46,52,65,56,0,71.93,13.14,30.17,44.28,52.27,64.23,52.27,Declining,Medium,69.42
Uttarakhand,Haridwar,Haridwar Assembly,Haridwar Assembly,Haridwar Assembly,Rural,422723,299897,161783,138114,106271,32398,65.39,60,52,50,53,0,67.61,13.25,28.1,40.11,53.66,63.71,53.66,Stable,Low,68.04
Uttarakhand,Nainital,Nainital Assembly,Nainital Assembly,Nainital Assembly,Rural,341466,214533,109397,105136,71844,26336,69.42,54,65,93,58,0,70.02,15.13,29.29,45.22,57.3,69.33,57.3,Declining,Low,72.95
Uttarakhand,Pauri Garhwal,Pauri Garhwal Assembly,Pauri Garhwal Assembly,Pauri Garhwal Assembly,Rural,450977,321373,171213,150160,92243,31512,64.19,79,68,79,68,0,72.62,15.15,34.32,46.86,61.09,68.21,61.09,Declining,Low,74.78
Uttarakhand,Pithoragarh,Pithoragarh Assembly,Pithoragarh Assembly,Pithoragarh Assembly,Urban,451639,294636,156315,138321,82963,32888,88.82,81,80,69,72,0,64.3,15.78,30.21,43.57,51.9,61.4,51.9,Declining,Low,67.17
Uttarakhand,Rudraprayag,Rudraprayag Assembly,Rudraprayag Assembly,Rudraprayag Assembly,Rural,437476,302496,162780,139716,85871,29936,72.28,75,74,68,58,0,73.01,14.56,31.32,44.26,59.74,70.93,59.74,Stable,Low,75.39
Uttarakhand,Tehri Garhwal,Tehri Garhwal Assembly,Tehri Garhwal Assembly,Tehri Garhwal Assembly,Rural,378675,266094,139801,126293,83433,25779,78.87,72,53,93,67,0,67.97,15.21,32.73,47.19,59.22,70.91,59.22,Declining,Low,74.33
Uttarakhand,Udham Singh Nagar,Udham Singh Nagar Assembly,Udham Singh Nagar Assembly,Udham Singh Nagar Assembly,Rural,626832,427130,228704,198426,160355,59236,64.76,64,57,70,60,0,67.16,15.53,30.96,43.08,54.96,62.14,54.96,Declining,Low,68.06
Uttarakhand,Uttarkashi,Uttarkashi Assembly,Uttarkashi Assembly,Uttarkashi Assembly,Rural,315047,219214,114281,104933,73081,22802,70.83,53,64,72,94,0,76.63,18.35,35.31,49.29,63.57,74.25,63.57,Declining,Low,80.44
Uttar Pradesh,Agra,Agra Assembly,Agra Assembly,Agra Assembly,Rural,182056,120732,62645,58087,44112,17140,69.25,52,57,77,71,0,69.01,16.8,33.11,43.1,55.98,66.33,55.98,Declining,Low,72.54
Uttar Pradesh,Aligarh,Aligarh Assembly,Aligarh Assembly,Aligarh Assembly,Rural,387940,263999,135739,128260,81474,24217,56.03,81,68,83,49,0,69.56,14.62,31.54,45.34,58.65,65.9,58.65,Declining,Low,71.57
Uttar Pradesh,Allahabad,Allahabad Assembly,Allahabad Assembly,Allahabad Assembly,Rural,578231,353840,188044,165796,127291,44221,56.11,43,66,95,52,1,68.79,14.72,25.36,39.95,47.49,57.96,47.49,Declining,High,62.39
Uttar Pradesh,Ambedkar Nagar,Ambedkar Nagar Assembly,Ambedkar Nagar Assembly,Ambedkar Nagar Assembly,Rural,361921,221929,115315,106614,54868,24460,67.05,73,58,62,73,0,61.09,12.7,28.44,42.5,52.42,60.04,52.42,Declining,Low,65.95
Uttar Pradesh,Amethi (Chatrapati Sahuji Mahraj Nagar),Amethi (Chatrapati Sahuji Mahraj Nagar) Assembly,Amethi (Chatrapati Sahuji Mahraj Nagar) Assembly,Amethi (Chatrapati Sahuji Mahraj Nagar) Assembly,Rural,519323,363686,193494,170192,137554,44949,66.13,58,61,69,47,0,61.4,13.98,25.01,36.9,50.02,58.66,50.02,Accelerating,Low,62.1
Uttar Pradesh,Amroha (J.P. Nagar),Amroha (J.P. Nagar) Assembly,Amroha (J.P. Nagar) Assembly,Amroha (J.P. Nagar) Assembly,Rural,420346,279100,147508,131592,73167,27925,65.59,50,67,86,75,0,60.19,15.02,29.13,40.32,52.24,60.82,52.24,Declining,Low,64.11
Uttar Pradesh,Auraiya,Auraiya Assembly,Auraiya Assembly,Auraiya Assembly,Urban,204507,132073,70312,61761,38933,16321,75.96,95,76,95,67,0,62.66,13.35,30.15,41.81,54.49,68.22,54.49,Declining,Low,71.91
Uttar Pradesh,Azamgarh,Azamgarh Assembly,Azamgarh Assembly,Azamgarh Assembly,Urban,465346,282752,146188,136564,100993,31781,78.99,70,62,79,47,0,64.0,13.65,28.08,41.42,49.47,59.14,49.47,Declining,Low,64.17
Uttar Pradesh,Baghpat,Baghpat Assembly,Baghpat Assembly,Baghpat Assembly,Rural,607194,416429,212912,203517,119935,42316,58.17,69,79,67,56,0,63.31,14.45,28.83,39.82,52.1,60.77,52.1,Declining,Low,65.26
Uttar Pradesh,Bahraich,Bahraich Assembly,Bahraich Assembly,Bahraich Assembly,Urban,638245,453677,229815,223862,135155,66756,78.18,98,70,98,34,0,57.38,13.53,26.55,35.23,45.63,54.86,45.63,Declining,Low,59.06
Uttar Pradesh,Ballia,Ballia Assembly,Ballia Assembly,Ballia Assembly,Rural,180615,123831,66433,57398,36595,14913,70.93,48,61,98,43,0,66.55,16.17,28.24,39.78,54.28,63.07,54.28,Accelerating,Low,67.38
Uttar Pradesh,Balrampur,Balrampur Assembly,Balrampur Assembly,Balrampur Assembly,Rural,502156,306780,158947,147833,91834,37855,58.41,63,66,94,24,0,64.37,16.11,27.77,41.63,53.44,63.07,53.44,Stable,Low,67.85
Uttar Pradesh,Banda,Banda Assembly,Banda Assembly,Banda Assembly,Urban,252795,156159,82433,73726,44891,19354,69.66,81,64,95,52,0,57.39,11.22,26.46,36.14,49.91,56.88,49.91,Stable,Low,61.05
Uttar Pradesh,Barabanki,Barabanki Assembly,Barabanki Assembly,Barabanki Assembly,Rural,348147,241364,125720,115644,64863,32658,67.86,55,92,56,46,1,66.07,13.64,26.51,41.93,50.18,58.6,50.18,Declining,Low,64.65
Uttar Pradesh,Bareilly,Bareilly Assembly,Bareilly Assembly,Bareilly Assembly,Rural,595099,389987,206043,183944,112080,39699,68.77,67,63,79,81,0,66.59,13.35,28.65,42.8,51.82,64.2,51.82,Declining,Low,67.56
Uttar Pradesh,Basti,Basti Assembly,Basti Assembly,Basti Assembly,Rural,461194,280329,146409,133920,101457,28819,61.82,60,72,62,33,0,68.25,14.17,30.72,42.23,52.93,64.27,52.93,Declining,Low,68.41
Uttar Pradesh,Bhadohi,Bhadohi Assembly,Bhadohi Assembly,Bhadohi Assembly,Rural,461658,317177,170555,146622,99665,45701,66.29,68,75,70,59,0,66.17,13.75,31.33,41.82,54.47,65.99,54.47,Declining,Low,71.83
Uttar Pradesh,Bijnor,Bijnor Assembly,Bijnor Assembly,Bijnor Assembly,Rural,528294,369244,186814,182430,134788,40818,70.97,56,70,96,54,0,63.58,15.07,28.73,38.56,52.39,60.31,52.39,Stable,Low,63.99
Uttar Pradesh,Budaun,Budaun Assembly,Budaun Assembly,Budaun Assembly,Rural,199192,120978,64087,56891,44636,12134,56.04,74,64,70,53,1,62.08,13.21,25.21,37.19,44.16,55.66,44.16,Declining,High,58.27
Uttar Pradesh,Bulandshahr,Bulandshahr Assembly,Bulandshahr Assembly,Bulandshahr Assembly,Urban,350002,243953,124327,119626,71064,22588,80.59,80,60,92,72,0,58.97,14.35,26.89,37.87,50.9,58.14,50.9,Stable,Low,62.19
Uttar Pradesh,Chandauli,Chandauli Assembly,Chandauli Assembly,Chandauli Assembly,Urban,374666,254171,131636,122535,69615,29472,69.09,65,79,47,58,0,61.99,11.85,26.03,35.91,46.27,54.73,46.27,Declining,Medium,58.69
Uttar Pradesh,Chitrakoot,Chitrakoot Assembly,Chitrakoot Assembly,Chitrakoot Assembly,Urban,286887,180473,91697,88776,47731,25278,67.4,67,75,75,72,0,57.1,12.62,24.01,33.89,44.86,52.5,44.86,Stable,Low,56.75
Uttar Pradesh,Deoria,Deoria Assembly,Deoria Assembly,Deoria Assembly,Rural,426220,267327,135245,132082,77693,33705,64.76,71,67,61,85,1,64.23,14.51,26.78,39.0,48.71,58.17,48.71,Declining,Medium,61.21
Uttar Pradesh,Etah,Etah Assembly,Etah Assembly,Etah Assembly,Urban,586219,367429,187400,180029,133586,39614,78.18,69,69,81,82,0,59.63,11.76,27.9,37.28,51.28,56.59,51.28,Declining,Low,62.66
Uttar Pradesh,Etawah,Etawah Assembly,Etawah Assembly,Etawah Assembly,Rural,433297,278263,148306,129957,96945,36940,65.16,70,64,75,40,0,71.43,14.69,29.18,42.95,56.79,63.41,56.79,Stable,Low,69.5
Uttar Pradesh,Faizabad,Faizabad Assembly,Faizabad Assembly,Faizabad Assembly,Rural,445129,310222,157624,152598,96236,34654,57.73,58,74,90,35,0,67.09,14.77,28.18,42.6,51.29,62.07,51.29,Declining,Low,66.91
Uttar Pradesh,Farrukhabad,Farrukhabad Assembly,Farrukhabad Assembly,Farrukhabad Assembly,Rural,509926,374108,192897,181211,118026,45128,57.55,78,56,65,37,0,63.22,12.97,25.46,38.27,48.94,56.21,48.94,Declining,Low,61.23
Uttar Pradesh,Fatehpur,Fatehpur Assembly,Fatehpur Assembly,Fatehpur Assembly,Urban,345426,212045,112139,99906,52412,24118,68.02,97,77,39,79,0,56.72,13.09,26.02,35.59,45.02,54.22,45.02,Declining,Low,58.41
Uttar Pradesh,Firozabad,Firozabad Assembly,Firozabad Assembly,Firozabad Assembly,Rural,315701,214735,109434,105301,79475,23655,56.07,41,53,73,65,0,58.44,12.85,22.69,33.74,45.82,50.95,45.82,Accelerating,Medium,56.04
Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar Assembly,Gautam Buddha Nagar Assembly,Gautam Buddha Nagar Assembly,Urban,481776,289389,151114,138275,91959,40368,73.07,80,78,71,64,1,54.68,10.08,24.0,30.67,41.21,48.39,41.21,Declining,Medium,52.67
Uttar Pradesh,Ghaziabad,Ghaziabad Assembly,Ghaziabad Assembly,Ghaziabad Assembly,Rural,307873,217547,112175,105372,59488,21126,68.93,67,51,62,46,1,59.27,12.29,22.67,33.55,43.72,50.37,43.72,Stable,Medium,54.97
Uttar Pradesh,Ghazipur,Ghazipur Assembly,Ghazipur Assembly,Ghazipur Assembly,Rural,260459,191364,101764,89600,48615,18925,66.23,72,76,60,55,0,70.54,14.86,30.25,43.22,55.04,65.92,55.04,Declining,Low,71.97
Uttar Pradesh,Gonda,Gonda Assembly,Gonda Assembly,Gonda Assembly,Rural,417285,305738,163721,142017,74849,35117,58.11,55,58,85,46,0,64.72,13.55,28.85,42.62,49.97,60.85,49.97,Declining,Low,65.78
Uttar Pradesh,Gorakhpur,Gorakhpur Assembly,Gorakhpur Assembly,Gorakhpur Assembly,Urban,414954,280314,144591,135723,83810,39591,77.34,79,66,78,40,1,57.53,10.71,22.45,33.46,41.09,50.58,41.09,Declining,Medium,54.21
Uttar Pradesh,Hamirpur,Hamirpur Assembly,Hamirpur Assembly,Hamirpur Assembly,Rural,190728,120309,60878,59431,41123,13351,56.49,45,66,91,63,0,66.15,17.17,33.22,44.87,56.2,67.58,56.2,Declining,Low,72.86
Uttar Pradesh,Hapur (Panchsheel Nagar),Hapur (Panchsheel Nagar) Assembly,Hapur (Panchsheel Nagar) Assembly,Hapur (Panchsheel Nagar) Assembly,Rural,387936,259922,139419,120503,69573,30872,69.2,82,72,85,35,0,61.85,13.5,26.92,38.84,52.66,58.69,52.66,Stable,Low,64.43
Uttar Pradesh,Hardoi,Hardoi Assembly,Hardoi Assembly,Hardoi Assembly,Rural,200967,121668,64920,56748,44420,17804,67.49,59,70,65,42,0,64.37,13.18,27.46,40.37,53.12,61.8,53.12,Declining,Low,66.68
Uttar Pradesh,Hathras,Hathras Assembly,Hathras Assembly,Hathras Assembly,Urban,585300,403970,217857,186113,137934,37219,80.96,73,78,64,42,0,52.6,10.72,20.23,31.55,39.82,45.83,39.82,Stable,Medium,49.35
Uttar Pradesh,Jalaun,Jalaun Assembly,Jalaun Assembly,Jalaun Assembly,Urban,501059,355762,185190,170572,128072,36984,77.9,83,67,71,68,0,56.05,12.07,24.27,36.89,46.69,54.21,46.69,Declining,Low,57.55
Uttar Pradesh,Jaunpur,Jaunpur Assembly,Jaunpur Assembly,Jaunpur Assembly,Rural,377057,229603,121331,108272,62534,32911,55.88,64,54,65,61,0,61.55,11.44,24.56,36.51,47.39,53.19,47.39,Declining,Medium,58.38
Uttar Pradesh,Jhansi,Jhansi Assembly,Jhansi Assembly,Jhansi Assembly,Urban,595188,410214,210207,200007,138639,41978,66.14,78,87,70,88,0,62.47,12.65,28.5,39.06,51.74,58.48,51.74,Declining,Low,64.36
Uttar Pradesh,Kannauj,Kannauj Assembly,Kannauj Assembly,Kannauj Assembly,Rural,613592,416280,221821,194459,152523,44357,61.74,56,54,47,60,0,69.5,12.92,28.38,38.98,53.93,62.96,53.93,Stable,Medium,67.15
Uttar Pradesh,Kanpur Dehat,Kanpur Dehat Assembly,Kanpur Dehat Assembly,Kanpur Dehat Assembly,Urban,370606,265502,141621,123881,92880,33392,79.29,74,61,67,46,0,62.22,13.49,28.69,37.98,49.73,57.91,49.73,Declining,Low,63.68
Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Assembly,Kanpur Nagar Assembly,Kanpur Nagar Assembly,Rural,421147,275609,145096,130513,85576,27951,69.02,47,68,60,64,0,59.72,12.36,26.91,36.01,46.92,55.46,46.92,Declining,Low,58.92
Uttar Pradesh,Kanshiram Nagar (Kasganj),Kanshiram Nagar (Kasganj) Assembly,Kanshiram Nagar (Kasganj) Assembly,Kanshiram Nagar (Kasganj) Assembly,Urban,213539,139360,70730,68630,35289,15642,76.34,85,61,93,65,0,57.94,15.38,28.9,41.0,48.93,60.61,48.93,Declining,Low,64.96
Uttar Pradesh,Kaushambi,Kaushambi Assembly,Kaushambi Assembly,Kaushambi Assembly,Rural,643378,473060,239330,233730,116125,69431,70.96,63,69,64,67,1,62.83,14.36,25.51,35.33,49.05,57.51,49.05,Accelerating,Medium,59.97
Uttar Pradesh,Kushinagar (Padrauna),Kushinagar (Padrauna) Assembly,Kushinagar (Padrauna) Assembly,Kushinagar (Padrauna) Assembly,Rural,427888,279188,142945,136243,99613,30222,62.5,59,68,85,86,0,65.58,15.28,27.6,42.52,52.0,60.91,52.0,Declining,Low,66.84
Uttar Pradesh,Lakhimpur - Kheri,Lakhimpur - Kheri Assembly,Lakhimpur - Kheri Assembly,Lakhimpur - Kheri Assembly,Urban,517563,312973,164658,148315,100709,42024,70.06,92,71,95,51,0,62.23,13.65,27.1,36.53,51.01,57.5,51.01,Stable,Low,62.23
Uttar Pradesh,Lalitpur,Lalitpur Assembly,Lalitpur Assembly,Lalitpur Assembly,Rural,263804,163202,86963,76239,56686,17580,55.34,57,52,41,46,0,62.98,12.08,23.13,34.05,44.78,54.27,44.78,Stable,High,57.67
Uttar Pradesh,Lucknow,Lucknow Assembly,Lucknow Assembly,Lucknow Assembly,Rural,355272,257218,136213,121005,88603,38430,71.0,76,67,67,57,0,64.59,15.94,30.68,43.02,54.37,61.93,54.37,Declining,Low,68.59
